cell_id,scenario,snr_db,beam_index,nmse_mmse,nmse_ai,attack_type,attack_severity,trust_score,step,ue_count,load,twin_fidelity,x_m,y_m
CELL_023,UMi,3.87,19,0.126539,0.041623,normal,0.0,0.9804,176,36,0.303,0.9567,806.4,489.2
CELL_000,UMa,-5.0,1,0.657626,0.222074,normal,0.0,0.9688,177,12,0.401,0.9422,35.3,39.0
CELL_001,RMa,4.49,28,0.39136,0.115172,normal,0.0,0.9661,177,31,0.745,0.9508,205.6,58.4
CELL_002,RMa,17.06,24,0.072263,0.010747,normal,0.0,0.9716,177,13,0.396,0.9591,364.2,42.3
CELL_003,NTN-LEO,13.67,23,0.013574,0.002369,normal,0.0,0.9605,177,15,0.894,0.9598,518.4,39.2
CELL_004,NTN-LEO,0.23,10,0.230518,0.070285,normal,0.0,0.9542,177,14,0.831,0.9544,659.0,28.8
CELL_005,InH,4.65,13,0.096686,0.02512,normal,0.0,0.9752,177,17,0.821,0.958,787.1,51.4
CELL_006,RIS,-1.51,15,1.2,0.9,normal,0.0,0.995,177,20,0.633,0.888,42.8,218.0
CELL_007,RIS,8.52,13,0.097419,0.017417,jamming,0.9867,0.05,177,30,0.816,0.8994,201.1,184.3
CELL_008,THz,9.73,18,0.262549,0.050555,pilot_contamination,0.7254,0.0984,177,15,0.67,0.9124,366.4,190.0
CELL_009,THz,11.25,1,0.002,0.001,normal,0.0,0.968,177,26,0.351,0.9599,495.4,199.7
CELL_010,NTN-LEO,3.04,18,0.081865,0.023637,normal,0.0,0.9998,177,23,0.348,0.9581,629.8,207.1
CELL_011,UMi,-5.0,10,1.008322,0.452636,normal,0.0,0.9808,177,28,0.747,0.9238,806.2,206.4
CELL_012,FR2-mmWave,11.12,7,0.009441,0.00187,normal,0.0,0.9904,177,31,0.763,0.9599,62.2,359.5
CELL_013,UMa,9.78,9,0.0847,0.017419,normal,0.0,0.9867,177,23,0.461,0.9586,187.8,359.3
CELL_014,NTN-LEO,6.61,21,0.353507,0.12894,normal,0.0,0.9994,177,36,0.47,0.9497,346.3,372.8
CELL_015,THz,26.52,5,0.011065,0.001952,normal,0.0,0.9947,177,17,0.585,0.9598,488.2,345.1
CELL_016,NTN-LEO,14.86,15,0.019882,0.00321,normal,0.0,0.9608,177,35,0.419,0.9597,649.8,318.5
CELL_017,NTN-LEO,6.53,29,0.35113,0.098313,normal,0.0,0.9822,177,18,0.849,0.9521,802.8,343.2
CELL_018,UMi,13.38,21,0.045874,0.006015,data_poisoning,0.9579,0.05,177,11,0.792,0.902,51.9,506.6
CELL_019,InH,7.7,6,0.002,0.001,normal,0.0,0.9887,177,24,0.707,0.9599,190.8,501.3
CELL_020,FR2-mmWave,3.33,16,1.2,0.492359,pilot_contamination,0.6478,0.2081,177,14,0.84,0.8817,333.0,482.8
CELL_021,InH,18.58,8,0.002,0.001,data_poisoning,0.7785,0.2191,177,28,0.386,0.9132,516.4,504.4
CELL_022,RMa,11.16,19,0.016199,0.00318,normal,0.0,0.9693,177,13,0.549,0.9597,644.4,495.6
CELL_023,THz,5.61,0,0.12137,0.035757,normal,0.0,0.9732,177,23,0.941,0.9571,799.8,521.8
CELL_000,UMa,17.94,27,0.00875,0.001381,normal,0.0,0.994,178,15,0.424,0.9599,69.6,44.6
CELL_001,InH,5.71,17,0.129646,0.032293,normal,0.0,0.9574,178,14,0.561,0.9574,199.4,46.0
CELL_002,UMi,2.52,21,0.254519,0.074308,normal,0.0,0.9994,178,28,0.21,0.9541,365.4,51.9
CELL_003,THz,2.38,31,0.432888,0.130197,normal,0.0,0.9596,178,24,0.776,0.9496,491.4,41.3
CELL_004,UMi,17.66,23,0.003842,0.001,normal,0.0,0.9679,178,23,0.516,0.9599,644.9,62.2
CELL_005,UMi,24.06,16,0.002,0.001,normal,0.0,0.9958,178,12,0.62,0.9599,772.5,41.0
CELL_006,UMi,28.32,0,0.003932,0.001,normal,0.0,0.9677,178,19,0.698,0.9599,53.8,195.8
CELL_007,FR2-mmWave,4.72,19,0.02545,0.008843,normal,0.0,0.9738,178,24,0.89,0.9593,201.3,182.1
CELL_008,UMi,9.93,18,0.05652,0.012289,normal,0.0,0.9738,178,22,0.57,0.959,337.2,215.3
CELL_009,UMi,16.51,16,0.002115,0.001,normal,0.0,0.969,178,30,0.936,0.9599,503.3,177.0
CELL_010,RMa,20.72,0,0.007517,0.001,normal,0.0,0.954,178,38,0.92,0.9599,648.1,177.0
CELL_011,InH,17.32,29,0.002,0.001,normal,0.0,0.9602,178,27,0.581,0.9599,800.8,190.2
CELL_012,UMi,20.23,19,0.002153,0.001,normal,0.0,0.9672,178,38,0.322,0.9599,51.9,353.9
CELL_013,RIS,4.65,22,0.322797,0.125493,normal,0.0,0.9702,178,13,0.548,0.95,172.2,352.5
CELL_014,RIS,5.96,5,0.398174,0.09161,data_poisoning,0.7147,0.243,178,14,0.68,0.9098,354.4,344.4
CELL_015,InH,4.91,26,1.2,0.517703,adversarial,0.3008,0.661,178,11,0.583,0.9005,502.2,353.7
CELL_016,FR2-mmWave,18.14,0,0.009079,0.002168,normal,0.0,0.9766,178,12,0.328,0.9598,653.0,328.2
CELL_017,NTN-LEO,3.19,6,1.2,0.286807,jamming,0.7891,0.05,178,31,0.368,0.8897,810.4,342.8
CELL_018,InH,6.89,13,1.2,0.9,false_csi_injection,0.4481,0.5202,178,19,0.918,0.8611,55.2,506.4
CELL_019,RIS,7.76,21,0.066124,0.018899,normal,0.0,0.973,178,30,0.641,0.9585,211.1,506.6
CELL_020,RMa,18.24,16,0.031489,0.004365,normal,0.0,0.9617,178,35,0.306,0.9597,362.3,498.7
CELL_021,FR2-mmWave,4.58,13,1.2,0.9,normal,0.0,0.9771,178,20,0.909,0.888,477.0,514.9
CELL_022,RMa,11.14,3,0.047879,0.009409,normal,0.0,0.9743,178,17,0.606,0.9592,630.1,483.7
CELL_023,InH,7.87,19,0.977321,0.246646,normal,0.0,0.9747,178,16,0.877,0.9403,786.3,484.8
CELL_000,RIS,7.58,21,0.229309,0.030305,false_csi_injection,0.9608,0.05,179,14,0.394,0.8999,33.2,53.2
CELL_001,InH,21.6,28,0.01022,0.001183,normal,0.0,0.9585,179,14,0.752,0.9599,195.9,36.3
CELL_002,RMa,16.67,17,0.554821,0.046744,pilot_contamination,0.9608,0.05,179,26,0.384,0.8986,349.9,77.9
CELL_003,RMa,0.85,6,0.198435,0.066481,normal,0.0,0.9916,179,16,0.41,0.9547,501.1,53.1
CELL_004,NTN-LEO,5.87,6,0.788515,0.118051,jamming,0.6621,0.05,179,37,0.883,0.9108,643.7,51.3
CELL_005,UMi,-2.3,5,0.856022,0.155156,adversarial,0.878,0.1024,179,15,0.487,0.8949,814.9,46.7
CELL_006,RIS,11.4,11,0.002,0.001,pilot_contamination,0.3261,0.577,179,27,0.886,0.9404,57.7,179.6
CELL_007,FR2-mmWave,2.08,15,0.580953,0.166551,normal,0.0,0.9579,179,8,0.743,0.9467,203.3,191.6
CELL_008,RMa,1.1,20,0.30084,0.088934,normal,0.0,0.9639,179,17,0.275,0.9529,366.0,175.3
CELL_009,UMi,8.21,9,0.416907,0.08088,csi_spoofing,0.4547,0.5281,179,12,0.814,0.9262,493.2,199.6
CELL_010,RMa,7.92,15,0.044499,0.010661,normal,0.0,0.9501,179,36,0.896,0.9591,619.9,208.2
CELL_011,UMi,16.01,20,0.119088,0.024339,normal,0.0,0.9692,179,37,0.802,0.9581,818.3,211.0
CELL_012,UMa,9.71,9,0.144135,0.033767,normal,0.0,0.9803,179,35,0.325,0.9573,31.6,353.4
CELL_013,InH,6.86,31,1.2,0.348172,backdoor,0.7826,0.2078,179,28,0.667,0.8852,213.9,364.8
CELL_014,UMi,9.29,7,0.026411,0.0059,normal,0.0,0.9731,179,8,0.833,0.9595,349.2,340.7
CELL_015,THz,16.48,18,0.005442,0.001389,normal,0.0,0.9683,179,17,0.23,0.9599,512.1,357.5
CELL_016,InH,16.19,28,0.002448,0.001,normal,0.0,0.9743,179,15,0.766,0.9599,657.6,341.6
CELL_017,UMi,19.44,9,0.002,0.001,normal,0.0,0.9938,179,31,0.412,0.9599,819.5,332.6
CELL_018,THz,3.01,21,0.002608,0.001068,normal,0.0,0.9997,179,35,0.379,0.9599,54.1,501.4
CELL_019,UMi,6.71,0,0.13706,0.01882,pilot_contamination,0.8131,0.05,179,10,0.361,0.9097,187.4,511.2
CELL_020,NTN-LEO,7.22,16,0.761651,0.187075,normal,0.0,0.9749,179,22,0.618,0.945,323.1,513.2
CELL_021,NTN-LEO,2.56,20,1.062069,0.249933,pilot_contamination,0.8336,0.05,179,29,0.769,0.89,508.9,490.8
CELL_022,RIS,9.26,5,0.724412,0.15571,normal,0.0,0.9547,179,34,0.755,0.9475,641.4,509.9
CELL_023,InH,12.54,14,0.023568,0.00699,normal,0.0,0.9875,179,14,0.681,0.9594,792.1,495.1
CELL_000,InH,-1.54,18,0.393871,0.09006,false_csi_injection,0.3353,0.6376,180,37,0.947,0.9327,35.8,33.3
CELL_001,UMa,22.89,9,0.002,0.001,adversarial,0.8964,0.0588,180,25,0.534,0.9061,216.1,62.1
CELL_002,RIS,10.82,23,0.065339,0.020623,normal,0.0,0.9746,180,11,0.817,0.9584,363.2,51.5
CELL_003,UMi,26.52,31,0.00365,0.001,normal,0.0,0.974,180,32,0.577,0.9599,500.4,47.4
CELL_004,RMa,20.12,0,0.002,0.001,normal,0.0,0.9856,180,22,0.446,0.9599,648.3,33.3
CELL_005,UMa,15.59,7,0.002,0.001,pilot_contamination,0.4866,0.3833,180,9,0.372,0.9307,784.3,58.6
CELL_006,THz,8.19,6,0.163718,0.056632,normal,0.0,0.9748,180,10,0.446,0.9555,67.1,205.4
CELL_007,RMa,24.06,27,0.010113,0.001,false_csi_injection,0.1134,0.8488,180,38,0.576,0.9531,180.4,193.2
CELL_008,InH,-5.0,19,0.515457,0.16487,normal,0.0,0.9823,180,12,0.765,0.9468,350.8,197.4
CELL_009,NTN-LEO,-4.12,13,0.322337,0.097665,normal,0.0,0.9815,180,30,0.656,0.9522,497.7,198.5
CELL_010,UMa,22.86,5,0.121087,0.012572,normal,0.0,0.9534,180,21,0.41,0.959,639.9,188.8
CELL_011,UMa,2.62,23,1.2,0.9,normal,0.0,0.9854,180,23,0.86,0.888,777.9,187.7
CELL_012,UMi,11.22,27,0.002,0.001,normal,0.0,0.959,180,10,0.3,0.9599,40.7,362.0
CELL_013,FR2-mmWave,4.04,14,0.16219,0.064297,normal,0.0,0.9554,180,26,0.926,0.9549,189.5,348.0
CELL_014,RMa,-1.17,11,0.689358,0.212084,normal,0.0,0.9695,180,9,0.468,0.943,345.1,343.8
CELL_015,UMi,8.57,18,0.012887,0.002854,normal,0.0,0.9623,180,13,0.821,0.9598,496.9,353.9
CELL_016,THz,8.04,23,0.004163,0.001447,normal,0.0,0.9606,180,35,0.916,0.9599,645.4,362.8
CELL_017,RIS,5.58,10,0.132863,0.044828,normal,0.0,0.9549,180,26,0.683,0.9564,798.9,370.6
CELL_018,RMa,6.82,22,0.307165,0.041493,adversarial,0.9079,0.05,180,25,0.256,0.9022,38.7,510.4
CELL_019,THz,0.07,1,0.016027,0.004981,false_csi_injection,0.4455,0.5064,180,13,0.415,0.9329,179.4,489.1
CELL_020,UMa,17.15,24,0.002,0.001,normal,0.0,0.9648,180,8,0.497,0.9599,341.0,493.3
CELL_021,UMi,15.99,10,0.002,0.001,normal,0.0,0.9967,180,17,0.382,0.9599,509.1,517.3
CELL_022,NTN-LEO,19.25,21,0.004077,0.001,normal,0.0,0.98,180,20,0.878,0.9599,630.2,528.5
CELL_023,UMa,13.64,1,0.003844,0.001,normal,0.0,0.9592,180,39,0.837,0.9599,817.0,498.5
CELL_000,UMa,5.02,17,0.585851,0.150956,normal,0.0,0.9968,181,10,0.653,0.9479,46.8,64.1
CELL_001,NTN-LEO,-1.85,24,1.2,0.484468,adversarial,0.8712,0.0911,181,32,0.42,0.869,207.0,52.6
CELL_002,NTN-LEO,15.41,1,0.276887,0.02971,csi_spoofing,0.9358,0.05,181,34,0.716,0.9015,346.0,43.8
CELL_003,RIS,25.89,26,0.003334,0.001,data_poisoning,0.8834,0.0983,181,21,0.842,0.9069,482.2,41.5
CELL_004,FR2-mmWave,10.49,19,0.34502,0.053657,csi_spoofing,0.7786,0.2143,181,36,0.594,0.909,611.7,39.9
CELL_005,FR2-mmWave,19.89,9,0.002,0.001,normal,0.0,0.9943,181,24,0.705,0.9599,798.3,36.7
CELL_006,RMa,29.07,6,0.006522,0.001,normal,0.0,0.9818,181,39,0.909,0.9599,56.7,222.1
CELL_007,THz,15.34,13,0.00672,0.001039,backdoor,0.9169,0.071,181,19,0.218,0.9049,187.3,192.2
CELL_008,InH,20.95,24,0.002,0.001,normal,0.0,0.9674,181,17,0.581,0.9599,361.3,180.4
CELL_009,THz,21.64,18,0.002,0.001,normal,0.0,0.9647,181,36,0.38,0.9599,494.3,183.1
CELL_010,THz,7.23,10,0.420745,0.132577,false_csi_injection,0.111,0.8609,181,33,0.801,0.9427,633.8,189.1
CELL_011,InH,10.85,10,1.2,0.311173,normal,0.0,0.9697,181,17,0.922,0.9351,804.5,194.8
CELL_012,UMi,-5.0,17,0.832025,0.266126,normal,0.0,0.991,181,39,0.257,0.9387,35.2,355.9
CELL_013,RIS,3.69,25,0.124636,0.025624,pilot_contamination,0.24,0.6806,181,18,0.771,0.9436,197.6,347.5
CELL_014,UMi,13.68,8,0.002,0.001,pilot_contamination,0.363,0.5207,181,14,0.724,0.9381,339.4,338.3
CELL_015,RMa,18.67,2,0.002,0.001,normal,0.0,0.962,181,27,0.651,0.9599,483.7,360.0
CELL_016,RIS,24.54,21,0.002,0.001,normal,0.0,0.9875,181,35,0.335,0.9599,654.8,320.8
CELL_017,FR2-mmWave,18.78,23,0.013842,0.002788,normal,0.0,0.9594,181,38,0.218,0.9598,809.1,342.8
CELL_018,THz,1.87,30,0.315755,0.133959,normal,0.0,0.9993,181,20,0.913,0.9493,54.0,486.3
CELL_019,UMa,11.26,1,0.101872,0.019611,normal,0.0,0.9738,181,38,0.294,0.9584,195.7,506.4
CELL_020,THz,6.47,23,0.240231,0.088032,normal,0.0,0.9813,181,39,0.534,0.953,356.8,502.0
CELL_021,NTN-LEO,16.9,15,0.22099,0.036094,pilot_contamination,0.2782,0.6197,181,22,0.233,0.9404,486.1,490.7
CELL_022,RMa,12.87,13,0.016716,0.002973,normal,0.0,0.9589,181,39,0.795,0.9598,656.0,506.1
CELL_023,FR2-mmWave,0.21,24,0.418508,0.186681,normal,0.0,0.9899,181,26,0.948,0.9451,784.4,487.1
CELL_000,UMa,19.86,10,0.004636,0.001,normal,0.0,0.9551,182,38,0.868,0.9599,75.8,41.1
CELL_001,UMa,1.26,9,0.057324,0.020002,normal,0.0,0.9928,182,23,0.678,0.9584,207.1,51.8
CELL_002,InH,-5.0,5,0.833063,0.151286,adversarial,0.8071,0.1507,182,30,0.38,0.8995,342.9,53.5
CELL_003,FR2-mmWave,11.16,5,0.0067,0.001325,normal,0.0,0.9949,182,38,0.894,0.9599,490.7,66.9
CELL_004,InH,14.16,18,0.002,0.001,normal,0.0,0.9732,182,30,0.633,0.9599,630.1,41.1
CELL_005,UMi,22.34,4,0.009774,0.001478,normal,0.0,0.9864,182,31,0.382,0.9599,808.3,48.2
CELL_006,InH,0.1,8,0.002,0.001,normal,0.0,0.9724,182,10,0.402,0.9599,49.3,210.2
CELL_007,InH,20.9,7,0.008105,0.001,jamming,0.8611,0.05,182,12,0.729,0.9083,213.4,213.9
CELL_008,FR2-mmWave,6.96,27,1.2,0.322911,pilot_contamination,0.234,0.7162,182,10,0.751,0.9201,356.7,192.7
CELL_009,UMi,15.25,30,0.078686,0.016628,normal,0.0,0.9806,182,38,0.864,0.9587,503.3,199.3
CELL_010,FR2-mmWave,20.54,22,0.018635,0.002306,adversarial,0.9558,0.05,182,14,0.419,0.9025,643.1,201.3
CELL_011,UMi,15.81,27,0.026451,0.006931,normal,0.0,0.9831,182,35,0.856,0.9594,803.7,212.1
CELL_012,RIS,26.74,5,0.002,0.001,normal,0.0,0.9779,182,12,0.498,0.9599,46.7,356.8
CELL_013,RIS,9.21,17,0.037105,0.007991,normal,0.0,0.9885,182,26,0.949,0.9594,199.8,369.7
CELL_014,FR2-mmWave,0.16,17,0.34195,0.116001,csi_spoofing,0.2941,0.6778,182,22,0.423,0.9331,365.5,342.2
CELL_015,THz,32.28,26,0.002,0.001,normal,0.0,0.9695,182,20,0.324,0.9599,496.2,368.2
CELL_016,UMi,11.43,6,0.014044,0.002743,normal,0.0,0.9752,182,18,0.491,0.9598,645.3,342.7
CELL_017,InH,9.7,17,0.020183,0.006627,normal,0.0,0.9967,182,13,0.44,0.9595,798.0,351.1
CELL_018,InH,30.23,17,0.002,0.001,pilot_contamination,0.3028,0.6147,182,25,0.904,0.9418,37.8,503.2
CELL_019,InH,29.19,31,0.024112,0.002132,jamming,0.3595,0.4848,182,27,0.788,0.9383,202.8,503.4
CELL_020,NTN-LEO,10.68,26,0.244497,0.049001,normal,0.0,0.9881,182,23,0.262,0.9561,359.9,499.0
CELL_021,RMa,23.64,11,0.005752,0.001,csi_spoofing,0.8349,0.1267,182,23,0.228,0.9098,514.2,507.5
CELL_022,UMa,16.5,11,0.002,0.001,normal,0.0,0.9805,182,29,0.76,0.9599,658.6,520.2
CELL_023,InH,10.28,11,0.455305,0.146479,normal,0.0,0.9549,182,10,0.871,0.9483,797.4,478.4
CELL_000,NTN-LEO,4.7,15,0.269972,0.070738,normal,0.0,0.9763,183,14,0.554,0.9543,49.4,35.7
CELL_001,NTN-LEO,7.95,13,0.017772,0.004008,normal,0.0,0.9566,183,16,0.81,0.9597,189.0,21.9
CELL_002,RMa,7.56,18,0.011131,0.00251,normal,0.0,0.9746,183,27,0.534,0.9598,357.4,32.2
CELL_003,NTN-LEO,22.91,13,0.002,0.001,normal,0.0,0.979,183,27,0.307,0.9599,488.3,61.1
CELL_004,UMa,16.88,24,0.00259,0.001,jamming,0.7123,0.05,183,28,0.268,0.9172,654.3,59.3
CELL_005,NTN-LEO,13.14,22,0.002,0.001,normal,0.0,0.9651,183,10,0.525,0.9599,787.3,60.9
CELL_006,NTN-LEO,10.23,12,0.002,0.001,normal,0.0,0.9972,183,9,0.241,0.9599,42.4,203.3
CELL_007,RMa,3.45,5,1.2,0.351292,normal,0.0,0.9946,183,25,0.793,0.9319,195.6,189.0
CELL_008,THz,13.31,28,0.014922,0.00275,csi_spoofing,0.6234,0.351,183,11,0.624,0.9224,372.9,192.0
CELL_009,NTN-LEO,2.53,30,0.053037,0.014628,normal,0.0,0.9713,183,26,0.287,0.9588,486.9,203.5
CELL_010,InH,2.21,17,0.581943,0.181875,normal,0.0,0.9791,183,12,0.706,0.9454,661.6,213.6
CELL_011,NTN-LEO,15.98,24,0.099024,0.01542,normal,0.0,0.995,183,38,0.788,0.9588,802.0,208.7
CELL_012,THz,6.88,21,0.01715,0.006198,normal,0.0,0.985,183,34,0.87,0.9595,48.5,355.3
CELL_013,UMi,3.43,18,0.169937,0.056435,adversarial,0.1889,0.7872,183,11,0.556,0.9442,205.9,368.2
CELL_014,THz,10.26,29,0.002,0.001,normal,0.0,0.9505,183,36,0.399,0.9599,354.6,349.9
CELL_015,UMi,25.32,6,0.002,0.001,pilot_contamination,0.9583,0.05,183,32,0.692,0.9024,478.4,340.2
CELL_016,UMi,13.81,31,0.953529,0.126953,false_csi_injection,0.2526,0.7356,183,18,0.798,0.9347,657.6,341.6
CELL_017,RIS,7.97,10,0.130635,0.029972,normal,0.0,0.983,183,39,0.467,0.9576,793.3,352.9
CELL_018,NTN-LEO,18.67,2,0.015589,0.002591,normal,0.0,0.9904,183,11,0.796,0.9598,52.4,491.3
CELL_019,RIS,17.02,8,0.01964,0.003837,normal,0.0,0.9883,183,22,0.225,0.9597,205.0,503.8
CELL_020,THz,18.79,2,0.029281,0.004324,normal,0.0,0.9879,183,21,0.591,0.9597,321.6,503.5
CELL_021,InH,14.56,15,0.002,0.001,normal,0.0,0.971,183,30,0.734,0.9599,498.5,498.0
CELL_022,RMa,14.04,2,0.199342,0.019915,jamming,0.6617,0.05,183,24,0.704,0.9187,655.6,496.0
CELL_023,THz,-2.62,15,0.129457,0.058113,normal,0.0,0.9525,183,9,0.877,0.9554,778.3,502.3
CELL_000,NTN-LEO,27.47,17,0.002,0.001,normal,0.0,0.9527,184,9,0.802,0.9599,55.7,54.7
CELL_001,RIS,16.93,17,0.003804,0.001,normal,0.0,0.9962,184,16,0.869,0.9599,187.9,62.1
CELL_002,NTN-LEO,24.42,16,0.002,0.001,normal,0.0,0.9897,184,33,0.922,0.9599,335.2,34.4
CELL_003,RMa,25.32,10,0.002,0.001,normal,0.0,0.9725,184,38,0.265,0.9599,503.4,48.1
CELL_004,InH,6.58,2,0.002,0.001,normal,0.0,0.9823,184,24,0.412,0.9599,662.5,55.3
CELL_005,FR2-mmWave,3.57,5,0.080555,0.029094,normal,0.0,0.9705,184,32,0.452,0.9577,782.6,55.4
CELL_006,THz,6.95,16,0.025916,0.009344,normal,0.0,0.9847,184,31,0.474,0.9593,54.2,220.2
CELL_007,NTN-LEO,8.36,26,0.108721,0.014131,pilot_contamination,0.785,0.05,184,17,0.539,0.9118,204.8,210.8
CELL_008,UMi,10.88,25,0.041342,0.00995,csi_spoofing,0.2845,0.6805,184,22,0.28,0.9421,368.2,201.9
CELL_009,THz,16.09,6,0.002,0.001,normal,0.0,0.9957,184,32,0.419,0.9599,489.7,190.7
CELL_010,THz,-2.06,7,0.06085,0.027316,normal,0.0,0.9951,184,14,0.753,0.9578,621.5,198.4
CELL_011,UMi,25.32,1,0.002,0.001,normal,0.0,0.958,184,11,0.471,0.9599,794.4,210.5
CELL_012,InH,9.2,11,0.002,0.001,backdoor,0.1076,0.8721,184,31,0.337,0.9535,43.2,331.0
CELL_013,NTN-LEO,22.01,10,0.074235,0.00689,jamming,0.386,0.4238,184,25,0.506,0.9363,206.5,359.4
CELL_014,InH,23.16,16,0.003855,0.001,normal,0.0,0.9771,184,16,0.78,0.9599,348.3,356.4
CELL_015,NTN-LEO,6.56,10,0.002,0.001,normal,0.0,0.9877,184,22,0.654,0.9599,496.4,353.3
CELL_016,THz,-2.61,27,0.268034,0.12032,normal,0.0,0.9899,184,22,0.533,0.9504,630.9,361.1
CELL_017,FR2-mmWave,11.24,29,0.085603,0.026612,normal,0.0,0.9509,184,26,0.42,0.9579,786.4,343.2
CELL_018,NTN-LEO,12.5,31,0.072344,0.015943,normal,0.0,0.984,184,8,0.752,0.9587,33.4,482.2
CELL_019,RMa,18.52,16,0.109116,0.014557,normal,0.0,0.9839,184,28,0.642,0.9588,192.8,475.3
CELL_020,THz,1.12,18,0.225448,0.097856,normal,0.0,0.9556,184,34,0.241,0.9522,336.7,505.1
CELL_021,InH,13.26,10,0.243561,0.056034,normal,0.0,0.9662,184,9,0.807,0.9555,502.7,497.3
CELL_022,RIS,10.12,5,1.2,0.595185,normal,0.0,0.9725,184,33,0.375,0.9124,658.2,540.3
CELL_023,FR2-mmWave,-1.12,30,0.345934,0.081527,data_poisoning,0.6658,0.2885,184,18,0.936,0.9135,802.2,502.6
CELL_000,NTN-LEO,23.84,20,0.01827,0.001982,normal,0.0,0.9711,185,29,0.343,0.9598,60.4,40.9
CELL_001,InH,12.18,2,0.010389,0.002499,normal,0.0,0.9699,185,13,0.652,0.9598,208.3,54.0
CELL_002,UMi,18.18,9,0.002,0.001,csi_spoofing,0.2446,0.7502,185,30,0.362,0.9452,356.6,70.1
CELL_003,UMa,11.97,8,0.008613,0.001196,false_csi_injection,0.3184,0.6758,185,15,0.56,0.9408,517.5,60.9
CELL_004,UMi,-1.81,13,0.065349,0.024494,normal,0.0,0.9919,185,15,0.328,0.958,656.4,42.8
CELL_005,THz,4.27,11,0.032502,0.009421,normal,0.0,0.9518,185,15,0.825,0.9592,800.8,69.7
CELL_006,FR2-mmWave,-0.02,18,1.2,0.9,csi_spoofing,0.3067,0.681,185,19,0.912,0.8696,27.1,185.7
CELL_007,UMa,1.43,7,1.2,0.394741,csi_spoofing,0.8045,0.1852,185,37,0.888,0.8802,213.6,195.8
CELL_008,FR2-mmWave,16.8,28,0.002,0.001,false_csi_injection,0.5771,0.4211,185,32,0.839,0.9253,357.5,202.0
CELL_009,UMa,5.0,22,0.113471,0.029907,normal,0.0,0.9828,185,32,0.658,0.9576,472.9,210.9
CELL_010,InH,5.42,27,0.002,0.001,normal,0.0,0.9721,185,39,0.822,0.9599,640.7,219.2
CELL_011,UMa,19.65,16,0.012414,0.001671,normal,0.0,0.9997,185,38,0.371,0.9599,798.0,203.8
CELL_012,THz,-0.23,26,0.454169,0.141218,false_csi_injection,0.4485,0.5251,185,20,0.555,0.9218,64.4,371.0
CELL_013,RIS,8.91,1,0.002,0.001,normal,0.0,1.0,185,31,0.54,0.9599,191.3,339.4
CELL_014,FR2-mmWave,6.43,26,0.021285,0.005151,normal,0.0,0.9767,185,14,0.707,0.9596,356.5,334.8
CELL_015,RMa,25.61,18,0.002,0.001,normal,0.0,0.9776,185,21,0.357,0.9599,498.2,352.7
CELL_016,InH,8.21,11,0.016588,0.005733,normal,0.0,0.9535,185,34,0.89,0.9595,658.1,374.6
CELL_017,RIS,16.15,5,0.004461,0.001,normal,0.0,0.9546,185,17,0.572,0.9599,805.6,386.7
CELL_018,THz,3.16,10,0.008922,0.003636,normal,0.0,0.9535,185,34,0.444,0.9597,42.7,503.6
CELL_019,RIS,6.83,31,0.326081,0.118049,normal,0.0,0.9655,185,12,0.879,0.9506,226.6,522.3
CELL_020,NTN-LEO,7.51,5,0.071107,0.025162,normal,0.0,0.9594,185,12,0.424,0.958,352.7,510.4
CELL_021,UMi,-0.25,28,0.27153,0.081421,jamming,0.1587,0.7308,185,30,0.367,0.944,506.7,486.1
CELL_022,NTN-LEO,8.06,30,0.31321,0.056265,false_csi_injection,0.9352,0.05,185,31,0.519,0.8994,653.3,491.8
CELL_023,RIS,20.03,23,0.002,0.001,normal,0.0,0.9813,185,8,0.394,0.9599,810.2,487.2
CELL_000,InH,25.37,19,0.002,0.001,normal,0.0,0.9569,186,23,0.607,0.9599,43.0,42.5
CELL_001,InH,9.71,5,0.10945,0.029979,jamming,0.122,0.8201,186,21,0.715,0.9503,196.3,62.5
CELL_002,InH,14.67,10,0.010172,0.001706,normal,0.0,0.9606,186,15,0.224,0.9599,359.7,37.1
CELL_003,RMa,9.66,19,0.209088,0.033219,false_csi_injection,0.2713,0.68,186,16,0.918,0.9411,498.3,37.0
CELL_004,THz,14.03,25,0.010876,0.003052,normal,0.0,0.9586,186,18,0.832,0.9598,670.8,31.5
CELL_005,InH,11.16,14,0.047706,0.009113,csi_spoofing,0.7369,0.2531,186,36,0.739,0.9151,776.1,45.7
CELL_006,NTN-LEO,22.04,0,0.00687,0.001,pilot_contamination,0.3136,0.6034,186,35,0.437,0.9411,43.9,180.0
CELL_007,RIS,12.52,13,0.776001,0.155233,csi_spoofing,0.1586,0.7952,186,24,0.366,0.9381,207.1,219.3
CELL_008,THz,9.5,24,0.020179,0.003564,jamming,0.9029,0.05,186,34,0.22,0.9055,364.9,200.2
CELL_009,NTN-LEO,7.36,6,0.013063,0.003958,normal,0.0,0.9785,186,26,0.454,0.9597,502.7,206.4
CELL_010,UMi,3.69,26,0.148852,0.040144,normal,0.0,0.9622,186,14,0.619,0.9568,644.6,203.7
CELL_011,UMi,19.85,1,0.010135,0.001484,normal,0.0,0.974,186,30,0.926,0.9599,807.4,198.7
CELL_012,UMa,11.37,25,1.2,0.245969,csi_spoofing,0.3487,0.651,186,25,0.727,0.9194,57.1,342.6
